Folder,Object,Mangled Name,Demangled Name,Start Address
,ActorSceneFunction.o,_ZN2al14ActorSceneInfoC2Ev,al::ActorSceneInfo::ActorSceneInfo(void),0x71008f0a6c
,,_ZN2al9stopSceneEPKNS_9LiveActorEii,"al::stopScene(al::LiveActor const*,int,int)",0x71008f0a88
,,_ZN2al11isStopSceneEPKNS_9LiveActorE,al::isStopScene(al::LiveActor const*),0x71008f0ab8
,,_ZN2al9stopSceneEPNS_13SceneStopCtrlEii,"al::stopScene(al::SceneStopCtrl *,int,int)",0x71008f0af0
,,_ZN2al11isStopSceneEPNS_13SceneStopCtrlE,al::isStopScene(al::SceneStopCtrl *),0x71008f0af4
,,_ZN2al25requestCaptureScreenCoverEPKNS_9LiveActorEi,"al::requestCaptureScreenCover(al::LiveActor const*,int)",0x71008f0b14
,,_ZN2al16requestStartDemoEPKNS_9LiveActorEPKc,"al::requestStartDemo(al::LiveActor const*,char const*)",0x71008f0b3c
,,_ZN2al14requestEndDemoEPKNS_9LiveActorEPKc,"al::requestEndDemo(al::LiveActor const*,char const*)",0x71008f0b64
,,_ZN2al12addDemoActorEPNS_9LiveActorE,al::addDemoActor(al::LiveActor *),0x71008f0b8c
,ActorSensorFunction.o,_ZN21alActorSensorFunction15getSensorKeeperEPKN2al9LiveActorE,alActorSensorFunction::getSensorKeeper(al::LiveActor const*),0x71008f0bb4
,,_ZN21alActorSensorFunction21sendMsgSensorToSensorERKN2al9SensorMsgEPNS0_9HitSensorES5_,"alActorSensorFunction::sendMsgSensorToSensor(al::SensorMsg const&,al::HitSensor *,al::HitSensor *)",0x71008f0bbc
,,_ZN21alActorSensorFunction26sendMsgToActorUnusedSensorERKN2al9SensorMsgEPNS0_9LiveActorE,"alActorSensorFunction::sendMsgToActorUnusedSensor(al::SensorMsg const&,al::LiveActor *)",0x71008f0be4
,,_ZN2al18addHitSensorPlayerEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorPlayer(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f0c48
,,_ZN2al12addHitSensorEPNS_9LiveActorERKNS_13ActorInitInfoEPKcjftRKN4sead7Vector3IfEE,"al::addHitSensor(al::LiveActor *,al::ActorInitInfo const&,char const*,unsigned int,float,unsigned short,sead::Vector3<float> const&)",0x71008f0cdc
,,_ZN2al24addHitSensorPlayerAttackEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorPlayerAttack(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f0d7c
,,_ZN2al21addHitSensorPlayerEyeEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorPlayerEye(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f0e10
,,_ZN2al17addHitSensorEnemyEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorEnemy(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f0ea4
,,_ZN2al21addHitSensorEnemyBodyEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorEnemyBody(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f0f38
,,_ZN2al23addHitSensorEnemyAttackEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorEnemyAttack(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f0fcc
,,_ZN2al18addHitSensorMapObjEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorMapObj(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f1060
,,_ZN2al20addHitSensorBindableEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorBindable(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f10f4
,,_ZN2al24addHitSensorBindableGoalEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorBindableGoal(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f1188
,,_ZN2al29addHitSensorBindableAllPlayerEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorBindableAllPlayer(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f121c
,,_ZN2al35addHitSensorBindableBubbleOutScreenEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorBindableBubbleOutScreen(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f12b0
,,_ZN2al25addHitSensorBindableKouraEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorBindableKoura(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f1344
,,_ZN2al30addHitSensorBindableRouteDokanEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorBindableRouteDokan(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f13d8
,,_ZN2al34addHitSensorBindableBubblePadInputEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorBindableBubblePadInput(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f146c
,,_ZN2al26addHitSensorCollisionPartsEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorCollisionParts(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f1500
,,_ZN2al15addHitSensorEyeEPNS_9LiveActorERKNS_13ActorInitInfoEPKcftRKN4sead7Vector3IfEE,"al::addHitSensorEye(al::LiveActor *,al::ActorInitInfo const&,char const*,float,unsigned short,sead::Vector3<float> const&)",0x71008f1594
,,_ZN2al16setHitSensorSortEPNS_9LiveActorEPKcPKNS_21SensorSortCmpFuncBaseE,"al::setHitSensorSort(al::LiveActor *,char const*,al::SensorSortCmpFuncBase const*)",0x71008f1628
,,_ZN2al18setHitSensorPosPtrEPNS_9LiveActorEPKcPKN4sead7Vector3IfEE,"al::setHitSensorPosPtr(al::LiveActor *,char const*,sead::Vector3<float> const*)",0x71008f1668
,,_ZN2al12getHitSensorEPKNS_9LiveActorEPKc,"al::getHitSensor(al::LiveActor const*,char const*)",0x71008f1698
,,_ZN2al18setHitSensorMtxPtrEPNS_9LiveActorEPKcPKN4sead8Matrix34IfEE,"al::setHitSensorMtxPtr(al::LiveActor *,char const*,sead::Matrix34<float> const*)",0x71008f16bc
,,_ZN2al20setHitSensorJointMtxEPNS_9LiveActorEPKcS3_,"al::setHitSensorJointMtx(al::LiveActor *,char const*,char const*)",0x71008f16ec
,,_ZN2al15setSensorRadiusEPNS_9LiveActorEPKcf,"al::setSensorRadius(al::LiveActor *,char const*,float)",0x71008f173c
,,_ZN2al15setSensorRadiusEPNS_9LiveActorEf,"al::setSensorRadius(al::LiveActor *,float)",0x71008f1774
,,_ZN2al15getSensorRadiusEPKNS_9LiveActorEPKc,"al::getSensorRadius(al::LiveActor const*,char const*)",0x71008f17a0
,,_ZN2al15getSensorRadiusEPKNS_9LiveActorE,al::getSensorRadius(al::LiveActor const*),0x71008f17cc
,,_ZN2al12getSensorPosEPKNS_9LiveActorEPKc,"al::getSensorPos(al::LiveActor const*,char const*)",0x71008f17ec
,,_ZN2al12getSensorPosEPKNS_9LiveActorE,al::getSensorPos(al::LiveActor const*),0x71008f1818
,,_ZN2al24setSensorFollowPosOffsetEPNS_9LiveActorEPKcRKN4sead7Vector3IfEE,"al::setSensorFollowPosOffset(al::LiveActor *,char const*,sead::Vector3<float> const&)",0x71008f1838
,,_ZN2al24setSensorFollowPosOffsetEPNS_9LiveActorERKN4sead7Vector3IfEE,"al::setSensorFollowPosOffset(al::LiveActor *,sead::Vector3<float> const&)",0x71008f1874
,,_ZN2al24getSensorFollowPosOffsetEPKNS_9LiveActorEPKc,"al::getSensorFollowPosOffset(al::LiveActor const*,char const*)",0x71008f18ac
,,_ZN2al24getSensorFollowPosOffsetEPKNS_9LiveActorE,al::getSensorFollowPosOffset(al::LiveActor const*),0x71008f18d8
,,_ZN2al27createActorSensorControllerEPNS_9LiveActorEPKc,"al::createActorSensorController(al::LiveActor *,char const*)",0x71008f18f8
,,_ZN2al15setSensorRadiusEPNS_21ActorSensorControllerEf,"al::setSensorRadius(al::ActorSensorController *,float)",0x71008f193c
,,_ZN2al14setSensorScaleEPNS_21ActorSensorControllerEf,"al::setSensorScale(al::ActorSensorController *,float)",0x71008f1940
,,_ZN2al24setSensorFollowPosOffsetEPNS_21ActorSensorControllerERKN4sead7Vector3IfEE,"al::setSensorFollowPosOffset(al::ActorSensorController *,sead::Vector3<float> const&)",0x71008f1944
,,_ZN2al23getOriginalSensorRadiusEPKNS_21ActorSensorControllerE,al::getOriginalSensorRadius(al::ActorSensorController const*),0x71008f1948
,,_ZN2al32getOriginalSensorFollowPosOffsetEPKNS_21ActorSensorControllerE,al::getOriginalSensorFollowPosOffset(al::ActorSensorController const*),0x71008f1950
,,_ZN2al26resetActorSensorControllerEPNS_21ActorSensorControllerE,al::resetActorSensorController(al::ActorSensorController *),0x71008f1958
,,_ZN2al21calcPosBetweenSensorsEPN4sead7Vector3IfEEPKNS_9HitSensorES6_f,"al::calcPosBetweenSensors(sead::Vector3<float> *,al::HitSensor const*,al::HitSensor const*,float)",0x71008f195c
,,_ZN2al12calcDistanceEPKNS_9HitSensorES2_,"al::calcDistance(al::HitSensor const*,al::HitSensor const*)",0x71008f1ac8
,,_ZN2al12getSensorPosEPKNS_9HitSensorE,al::getSensorPos(al::HitSensor const*),0x71008f1b10
,,_ZN2al13calcDistanceVERKN4sead7Vector3IfEEPKNS_9HitSensorES7_,"al::calcDistanceV(sead::Vector3<float> const&,al::HitSensor const*,al::HitSensor const*)",0x71008f1b18
,,_ZN2al13calcDistanceHERKN4sead7Vector3IfEEPKNS_9HitSensorES7_,"al::calcDistanceH(sead::Vector3<float> const&,al::HitSensor const*,al::HitSensor const*)",0x71008f1b60
,,_ZN2al21calcDirBetweenSensorsEPN4sead7Vector3IfEEPKNS_9HitSensorES6_,"al::calcDirBetweenSensors(sead::Vector3<float> *,al::HitSensor const*,al::HitSensor const*)",0x71008f1be0
,,_ZN2al22calcDirBetweenSensorsHEPN4sead7Vector3IfEEPKNS_9HitSensorES6_,"al::calcDirBetweenSensorsH(sead::Vector3<float> *,al::HitSensor const*,al::HitSensor const*)",0x71008f1c14
,,_ZN2al27calcDirBetweenSensorsNormalEPN4sead7Vector3IfEEPKNS_9HitSensorES6_S2_,"al::calcDirBetweenSensorsNormal(sead::Vector3<float> *,al::HitSensor const*,al::HitSensor const*,sead::Vector3<float>)",0x71008f1c4c
,,_ZN2al21calcVecBetweenSensorsEPN4sead7Vector3IfEEPKNS_9HitSensorES6_,"al::calcVecBetweenSensors(sead::Vector3<float> *,al::HitSensor const*,al::HitSensor const*)",0x71008f1cc0
,,_ZN2al22calcVecBetweenSensorsHEPN4sead7Vector3IfEEPKNS_9HitSensorES6_,"al::calcVecBetweenSensorsH(sead::Vector3<float> *,al::HitSensor const*,al::HitSensor const*)",0x71008f1cf4
,,_ZN2al27calcVecBetweenSensorsNormalEPN4sead7Vector3IfEEPKNS_9HitSensorES6_S2_,"al::calcVecBetweenSensorsNormal(sead::Vector3<float> *,al::HitSensor const*,al::HitSensor const*,sead::Vector3<float>)",0x71008f1d2c
,,_ZN2al55calcStrikeArrowCollideWallAndCeilingBetweenAttackSensorEPKNS_9LiveActorEPKNS_9HitSensorES5_RKN4sead7Vector3IfEEf,"al::calcStrikeArrowCollideWallAndCeilingBetweenAttackSensor(al::LiveActor const*,al::HitSensor const*,al::HitSensor const*,sead::Vector3<float> const&,float)",0x71008f1d88
,,_ZN2al13getSensorHostEPKNS_9HitSensorE,al::getSensorHost(al::HitSensor const*),0x71008f1ec0
,,_ZN2al20isFaceBetweenSensorsERKN4sead7Vector3IfEEPKNS_9HitSensorES7_,"al::isFaceBetweenSensors(sead::Vector3<float> const&,al::HitSensor const*,al::HitSensor const*)",0x71008f1ec8
,,_ZN2al21isFaceBetweenSensorsHERKN4sead7Vector3IfEEPKNS_9HitSensorES7_,"al::isFaceBetweenSensorsH(sead::Vector3<float> const&,al::HitSensor const*,al::HitSensor const*)",0x71008f1f54
,,_ZN2al26isEnableLookAtTargetSensorEPKNS_9HitSensorERKN4sead7Vector3IfEEf,"al::isEnableLookAtTargetSensor(al::HitSensor const*,sead::Vector3<float> const&,float)",0x71008f1fd4
,,_ZN2al13isSensorValidEPKNS_9HitSensorE,al::isSensorValid(al::HitSensor const*),0x71008f2060
,,_ZN2al14isHitBoxSensorEPKNS_9HitSensorERKN4sead7Vector3IfEERKNS3_9BoundBox3IfEE,"al::isHitBoxSensor(al::HitSensor const*,sead::Vector3<float> const&,sead::BoundBox3<float> const&)",0x71008f2080
,,_ZN2al15getSensorRadiusEPKNS_9HitSensorE,al::getSensorRadius(al::HitSensor const*),0x71008f20f0
,,_ZN2al14isHitBoxSensorEPKNS_9HitSensorERKN4sead8Matrix34IfEERKNS3_9BoundBox3IfEE,"al::isHitBoxSensor(al::HitSensor const*,sead::Matrix34<float> const&,sead::BoundBox3<float> const&)",0x71008f20f8
,,_ZN2al19isHitCylinderSensorEPKNS_9HitSensorERKN4sead7Vector3IfEES7_f,"al::isHitCylinderSensor(al::HitSensor const*,sead::Vector3<float> const&,sead::Vector3<float> const&,float)",0x71008f21f0
,,_ZN2al19isHitCylinderSensorEPKNS_9HitSensorES2_RKN4sead7Vector3IfEEf,"al::isHitCylinderSensor(al::HitSensor const*,al::HitSensor const*,sead::Vector3<float> const&,float)",0x71008f2298
,,_ZN2al19isHitCylinderSensorEPN4sead7Vector3IfEES3_PKNS_9HitSensorERKS2_S8_f,"al::isHitCylinderSensor(sead::Vector3<float> *,sead::Vector3<float> *,al::HitSensor const*,sead::Vector3<float> const&,sead::Vector3<float> const&,float)",0x71008f2340
,,_ZN2al19isHitCylinderSensorEPN4sead7Vector3IfEES3_PKNS_9HitSensorES6_RKS2_f,"al::isHitCylinderSensor(sead::Vector3<float> *,sead::Vector3<float> *,al::HitSensor const*,al::HitSensor const*,sead::Vector3<float> const&,float)",0x71008f24bc
,,_ZN2al25isHitCylinderSensorHeightEPKNS_9HitSensorES2_RKN4sead7Vector3IfEEff,"al::isHitCylinderSensorHeight(al::HitSensor const*,al::HitSensor const*,sead::Vector3<float> const&,float,float)",0x71008f24c4
,,_ZN2al17isHitCircleSensorEPN4sead7Vector3IfEES3_PKNS_9HitSensorERKS2_S8_ff,"al::isHitCircleSensor(sead::Vector3<float> *,sead::Vector3<float> *,al::HitSensor const*,sead::Vector3<float> const&,sead::Vector3<float> const&,float,float)",0x71008f25b4
,,_ZN2al17isHitCircleSensorEPN4sead7Vector3IfEES3_PKNS_9HitSensorES6_RKS2_ff,"al::isHitCircleSensor(sead::Vector3<float> *,sead::Vector3<float> *,al::HitSensor const*,al::HitSensor const*,sead::Vector3<float> const&,float,float)",0x71008f277c
,,_ZN2al17isHitCircleSensorEPKNS_9HitSensorERKN4sead7Vector3IfEES7_ff,"al::isHitCircleSensor(al::HitSensor const*,sead::Vector3<float> const&,sead::Vector3<float> const&,float,float)",0x71008f2784
,,_ZN2al17isHitCircleSensorEPKNS_9HitSensorES2_RKN4sead7Vector3IfEEff,"al::isHitCircleSensor(al::HitSensor const*,al::HitSensor const*,sead::Vector3<float> const&,float,float)",0x71008f28c4
,,_ZN2al16isHitPlaneSensorEPKNS_9HitSensorERKN4sead7Vector3IfEES7_f,"al::isHitPlaneSensor(al::HitSensor const*,sead::Vector3<float> const&,sead::Vector3<float> const&,float)",0x71008f28cc
,,_ZN2al16isHitPlaneSensorEPKNS_9HitSensorES2_RKN4sead7Vector3IfEEf,"al::isHitPlaneSensor(al::HitSensor const*,al::HitSensor const*,sead::Vector3<float> const&,float)",0x71008f2920
,,_ZN2al13getActorTransEPKNS_9HitSensorE,al::getActorTrans(al::HitSensor const*),0x71008f2974
,,_ZN2al16getActorVelocityEPKNS_9HitSensorE,al::getActorVelocity(al::HitSensor const*),0x71008f298c
,,_ZN2al15getActorGravityEPKNS_9HitSensorE,al::getActorGravity(al::HitSensor const*),0x71008f29a4
,,_ZN2al12isSensorNameEPKNS_9HitSensorEPKc,"al::isSensorName(al::HitSensor const*,char const*)",0x71008f29bc
,,_ZN2al16isSensorHostNameEPKNS_9HitSensorEPKc,"al::isSensorHostName(al::HitSensor const*,char const*)",0x71008f29c4
,,_ZN2al12isSensorHostEPKNS_9HitSensorEPKNS_9LiveActorE,"al::isSensorHost(al::HitSensor const*,al::LiveActor const*)",0x71008f29f4
,,_ZN2al18validateHitSensorsEPNS_9LiveActorE,al::validateHitSensors(al::LiveActor *),0x71008f2a04
,,_ZN2al20invalidateHitSensorsEPNS_9LiveActorE,al::invalidateHitSensors(al::LiveActor *),0x71008f2a24
,,_ZN2al13isSensorValidEPKNS_9LiveActorEPKc,"al::isSensorValid(al::LiveActor const*,char const*)",0x71008f2a44
,,_ZN2al17validateHitSensorEPNS_9LiveActorEPKc,"al::validateHitSensor(al::LiveActor *,char const*)",0x71008f2a88
,,_ZN2al19invalidateHitSensorEPNS_9LiveActorEPKc,"al::invalidateHitSensor(al::LiveActor *,char const*)",0x71008f2ab0
,,_ZN2al28validateHitSensorBindableAllEPNS_9LiveActorE,al::validateHitSensorBindableAll(al::LiveActor *),0x71008f2ad8
,,_ZN2al19isSensorBindableAllEPKNS_9HitSensorE,al::isSensorBindableAll(al::HitSensor const*),0x71008f2b70
,,_ZN2al25validateHitSensorEnemyAllEPNS_9LiveActorE,al::validateHitSensorEnemyAll(al::LiveActor *),0x71008f2b94
,,_ZN2al13isSensorEnemyEPKNS_9HitSensorE,al::isSensorEnemy(al::HitSensor const*),0x71008f2c10
,,_ZN2al31validateHitSensorEnemyAttackAllEPNS_9LiveActorE,al::validateHitSensorEnemyAttackAll(al::LiveActor *),0x71008f2c24
,,_ZN2al19isSensorEnemyAttackEPKNS_9HitSensorE,al::isSensorEnemyAttack(al::HitSensor const*),0x71008f2c9c
,,_ZN2al29validateHitSensorEnemyBodyAllEPNS_9LiveActorE,al::validateHitSensorEnemyBodyAll(al::LiveActor *),0x71008f2cac
,,_ZN2al17isSensorEnemyBodyEPKNS_9HitSensorE,al::isSensorEnemyBody(al::HitSensor const*),0x71008f2d24
,,_ZN2al23validateHitSensorEyeAllEPNS_9LiveActorE,al::validateHitSensorEyeAll(al::LiveActor *),0x71008f2d34
,,_ZN2al11isSensorEyeEPKNS_9HitSensorE,al::isSensorEye(al::HitSensor const*),0x71008f2da8
,,_ZN2al26validateHitSensorMapObjAllEPNS_9LiveActorE,al::validateHitSensorMapObjAll(al::LiveActor *),0x71008f2db8
,,_ZN2al14isSensorMapObjEPKNS_9HitSensorE,al::isSensorMapObj(al::HitSensor const*),0x71008f2e30
,,_ZN2al23validateHitSensorNpcAllEPNS_9LiveActorE,al::validateHitSensorNpcAll(al::LiveActor *),0x71008f2e40
,,_ZN2al11isSensorNpcEPKNS_9HitSensorE,al::isSensorNpc(al::HitSensor const*),0x71008f2eb8
,,_ZN2al26validateHitSensorPlayerAllEPNS_9LiveActorE,al::validateHitSensorPlayerAll(al::LiveActor *),0x71008f2ec8
,,_ZN2al17isSensorPlayerAllEPKNS_9HitSensorE,al::isSensorPlayerAll(al::HitSensor const*),0x71008f2f44
,,_ZN2al24validateHitSensorRideAllEPNS_9LiveActorE,al::validateHitSensorRideAll(al::LiveActor *),0x71008f2f58
,,_ZN2al12isSensorRideEPKNS_9HitSensorE,al::isSensorRide(al::HitSensor const*),0x71008f2fd0
,,_ZN2al25invalidateHitSensorEyeAllEPNS_9LiveActorE,al::invalidateHitSensorEyeAll(al::LiveActor *),0x71008f2fe0
,,_ZN2al28invalidateHitSensorPlayerAllEPNS_9LiveActorE,al::invalidateHitSensorPlayerAll(al::LiveActor *),0x71008f3054
,,_ZN2al34invalidateHitSensorPlayerAttackAllEPNS_9LiveActorE,al::invalidateHitSensorPlayerAttackAll(al::LiveActor *),0x71008f30d0
,,_ZN2al20isSensorPlayerAttackEPKNS_9HitSensorE,al::isSensorPlayerAttack(al::HitSensor const*),0x71008f3148
,ActorSensorMsgFunction.o,_ZN2al26sendMsgPlayerAttackTrampleEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerAttackTrample(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3158
,,_ZN2al27sendMsgPlayerTrampleReflectEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerTrampleReflect(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3194
,,_ZN2al29sendMsgPlayerReflectOrTrampleEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerReflectOrTrample(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f31d0
,,_ZN2al20sendMsgPlayerHipDropEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerHipDrop(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3250
,,_ZN2al23sendMsgPlayerObjHipDropEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerObjHipDrop(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f328c
,,_ZN2al30sendMsgPlayerObjHipDropReflectEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerObjHipDropReflect(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f32c8
,,_ZN2al31sendMsgPlayerObjHipDropHighJumpEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerObjHipDropHighJump(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3304
,,_ZN2al29sendMsgPlayerHipDropKnockDownEPNS_9HitSensorES1_,"al::sendMsgPlayerHipDropKnockDown(al::HitSensor *,al::HitSensor *)",0x71008f3340
,,_ZN2al23sendMsgPlayerStatueDropEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerStatueDrop(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f337c
,,_ZN2al26sendMsgPlayerObjStatueDropEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerObjStatueDrop(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f33b8
,,_ZN2al33sendMsgPlayerObjStatueDropReflectEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerObjStatueDropReflect(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f33f4
,,_ZN2al44sendMsgPlayerObjStatueDropReflectNoConditionEPNS_9HitSensorES1_,"al::sendMsgPlayerObjStatueDropReflectNoCondition(al::HitSensor *,al::HitSensor *)",0x71008f3430
,,_ZN2al24sendMsgPlayerStatueTouchEPNS_9HitSensorES1_,"al::sendMsgPlayerStatueTouch(al::HitSensor *,al::HitSensor *)",0x71008f346c
,,_ZN2al23sendMsgPlayerUpperPunchEPNS_9HitSensorES1_,"al::sendMsgPlayerUpperPunch(al::HitSensor *,al::HitSensor *)",0x71008f34a8
,,_ZN2al26sendMsgPlayerObjUpperPunchEPNS_9HitSensorES1_,"al::sendMsgPlayerObjUpperPunch(al::HitSensor *,al::HitSensor *)",0x71008f34e4
,,_ZN2al26sendMsgPlayerRollingAttackEPNS_9HitSensorES1_,"al::sendMsgPlayerRollingAttack(al::HitSensor *,al::HitSensor *)",0x71008f3520
,,_ZN2al27sendMsgPlayerRollingReflectEPNS_9HitSensorES1_,"al::sendMsgPlayerRollingReflect(al::HitSensor *,al::HitSensor *)",0x71008f355c
,,_ZN2al29sendMsgPlayerObjRollingAttackEPNS_9HitSensorES1_,"al::sendMsgPlayerObjRollingAttack(al::HitSensor *,al::HitSensor *)",0x71008f3598
,,_ZN2al36sendMsgPlayerObjRollingAttackFailureEPNS_9HitSensorES1_,"al::sendMsgPlayerObjRollingAttackFailure(al::HitSensor *,al::HitSensor *)",0x71008f35d4
,,_ZN2al29sendMsgPlayerInvincibleAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerInvincibleAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f3610
,,_ZN2al27sendMsgPlayerFireBallAttackEPNS_9HitSensorES1_,"al::sendMsgPlayerFireBallAttack(al::HitSensor *,al::HitSensor *)",0x71008f364c
,,_ZN2al37sendMsgPlayerRouteDokanFireBallAttackEPNS_9HitSensorES1_,"al::sendMsgPlayerRouteDokanFireBallAttack(al::HitSensor *,al::HitSensor *)",0x71008f3688
,,_ZN2al23sendMsgPlayerTailAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerTailAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f36c4
,,_ZN2al18sendMsgPlayerTouchEPNS_9HitSensorES1_,"al::sendMsgPlayerTouch(al::HitSensor *,al::HitSensor *)",0x71008f3700
,,_ZN2al17sendMsgPlayerKickEPNS_9HitSensorES1_,"al::sendMsgPlayerKick(al::HitSensor *,al::HitSensor *)",0x71008f373c
,,_ZN2al18sendMsgPlayerCatchEPNS_9HitSensorES1_,"al::sendMsgPlayerCatch(al::HitSensor *,al::HitSensor *)",0x71008f3778
,,_ZN2al26sendMsgPlayerSlidingAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerSlidingAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f37b4
,,_ZN2al28sendMsgPlayerBoomerangAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerBoomerangAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f37f0
,,_ZN2al35sendMsgPlayerBoomerangAttackCollideEPNS_9HitSensorES1_,"al::sendMsgPlayerBoomerangAttackCollide(al::HitSensor *,al::HitSensor *)",0x71008f382c
,,_ZN2al29sendMsgPlayerBoomerangReflectEPNS_9HitSensorES1_,"al::sendMsgPlayerBoomerangReflect(al::HitSensor *,al::HitSensor *)",0x71008f3868
,,_ZN2al27sendMsgPlayerBoomerangBreakEPNS_9HitSensorES1_,"al::sendMsgPlayerBoomerangBreak(al::HitSensor *,al::HitSensor *)",0x71008f38a4
,,_ZN2al23sendMsgPlayerBodyAttackEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerBodyAttack(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f38e0
,,_ZN2al24sendMsgPlayerBodyLandingEPNS_9HitSensorES1_PNS_12ComboCounterE,"al::sendMsgPlayerBodyLanding(al::HitSensor *,al::HitSensor *,al::ComboCounter *)",0x71008f391c
